;Q;kA;td_log;ttd_u;ttd_l;pr1;pr2;zeta1;zeta2
condenser;-229989.93288275294;15058.70974386974;15.27288438349638;4.999999999999545;34.499826314028724;0.9900000000000001;0.99;86159015.40942147;733834.7622514233
